,title,content,field,date,addr,company
19,[속보] 신종 코로나 확진자 16명 접촉자 1318명…129명 검사 중,[사진=연합뉴스]  신종 코로나바이러스 감염증 확진자가 4일 1명이 추가돼 총 16명으로 늘어났다. 이들과 접촉한 사람은 총 1318명으로 확인됐다. 현재 확진 여부 검사를 실시 중인 사람은 129명이다.   황재희 기자 jhhwang,사회>의료_건강,2020-02-04,http://www.ajunews.com/view/20200204135428479,아주경제
20,[오늘의 채널A]신종 코로나 예방법,전 세계를 공포로 몰아넣고 있는 신종 코로나바이러스 감염증(신종 코로나). 무증상 상태에서도 감염이 발생할 수 있는 것으로 알려져 공포심이 더욱 커지고 있다. 국내에서도 빠르게 확진자가 증가하고 있는 가운데 신종 코로나 예방법은 무엇인지 자세히 알아본다.,사회>의료_건강,2020-02-04,http://www.donga.com/news/article/all/20200204/99522244/1,동아일보
21,[속보] '신종 코로나' 확진환자 2명 추가…국내 총 18명,[속보] '신종 코로나' 확진환자 2명 추가…국내 총 18명,사회>의료_건강,2020-02-05,www.joongboo.com/news/articleView.html?idxno=363397074,중부일보
22,[속보]'신종 코로나' 19번째 국내 확진환자 발생,[아시아경제 유현석 기자]  유현석 기자 guspower,사회>의료_건강,2020-02-05,http:www.asiae.co.kr/article/2020020519453821856,아시아경제
23,[속보] 신종코로나 검사 하루 160여건…7일부터 2000건 가능해져,[디지털뉴스국 이상규 기자],사회>의료_건강,2020-02-05,http://news.mk.co.kr/newsRead.php?no=117428&year=2020,매일경제
24,"[속보] 신종 코로나, 국내 19번째 환자 발생",자세한 내용 이어집니다 김민호 기자 kmh,사회>의료_건강,2020-02-05,,한국일보
25,[속보] 신종코로나 19번째 확진환자 발생,신종코로나 19번째 확진환자 발생 정현용 기자 junghy77,사회>의료_건강,2020-02-05,http://www.seoul.co.kr/news/newsView.php?id=20200205500168,서울신문
26,[속보] '신종코로나' 확진자 2명 추가…국내 총 18명,'신종코로나' 확진환자 2명 추가…확진자 18명으로 늘어,사회>의료_건강,2020-02-05,https://news.imaeil.com/Society/2020020509232224944,매일신문
27,[속보]신종 코로나 환자 1명 추가 발생…총 19명 발생,김영선 기자 ys8584,사회>의료_건강,2020-02-05,http://news.kmib.co.kr/article/view.asp?arcid=0014205933&code=61121111&cp=kd,국민일보
28,[속보]신종 코로나 확진자 2명 추가…총 18명 환자 발생,김영선 기자 ys8584,사회>의료_건강,2020-02-05,http://news.kmib.co.kr/article/view.asp?arcid=0014203265&code=61121111&cp=kd,국민일보
29,[?속보] 신종코로나 2번 환자 오늘 퇴원,[사진=연합뉴스 제공]   신종코로나 2번 환자 오늘 퇴원 송종호 기자 sunshine,사회>의료_건강,2020-02-05,http://www.ajunews.com/view/20200205133702465,아주경제
30,[속보] 신종코로나 2번 환자 오늘 퇴원,[속보] 신종코로나 2번 환자 오늘 퇴원,사회>의료_건강,2020-02-05,http://www.sedaily.com/NewsView/1YYSZEKHH6,서울경제
31,[속보] 현재 신종 코로나 하루 진단 가능 환자 160명,[속보] 현재 신종 코로나 하루 진단 가능 환자 160명,사회>의료_건강,2020-02-05,http://www.sedaily.com/NewsView/1YYSZAF0RM,서울경제
32,[속보] 신종 코로나 첫번재 환자 상태 호전으로 오늘 퇴원,[속보] 첫번재 환자 상태 호전으로 퇴원,사회>의료_건강,2020-02-06,http://www.sedaily.com/NewsView/1YYTG1JJR5,서울경제
33,[속보] 신종코로나 확진환자 4명 추가…국내 총 23명,[속보] 신종코로나 확진환자 4명 추가…국내 총 23명 [디지털뉴스국 이상규 기자],사회>의료_건강,2020-02-06,http://news.mk.co.kr/newsRead.php?no=121199&year=2020,매일경제
34,[속보] 신종코로나 확진환자 4명 추가…총 23명,ikson,사회>의료_건강,2020-02-06,http://biz.heraldcorp.com/view.php?ud=20200206000039,헤럴드경제
35,"[속보] 신종코로나 바이러스 검사, 선발진료소에서만 가능",[디지털뉴스국 이상규 기자],사회>의료_건강,2020-02-07,http://news.mk.co.kr/newsRead.php?no=128198&year=2020,매일경제
36,[속보] 오늘부터 보건소 124곳서 신종코로나 검사 가능,[디지털뉴스국 전종헌 기자],사회>의료_건강,2020-02-07,http://news.mk.co.kr/newsRead.php?no=127385&year=2020,매일경제
37,메르스보다 ‘공포’ 큰 신종 코로나? “10명 중 8명 마스크 쓴다”,사망자 나온 메르스(15%)보다 5배 이상 뛴 수치 .. .. ..확진 환자가 늘어나는 신종 코로나바이러스 감염증(신종 코로나)에 대한 우려로 국민 10명 중 8명은 마스크를 써 본 것으로 나타났다... 2015년 중동호흡기증후군(MERSㆍ메르스) 유행 당시 마스크를 썼다는 응답(15%)보다 5배 이상 늘어난 수치다. ..7일 여론조사기관 한국갤럽이 전..,사회>의료_건강,2020-02-07,,한국일보
38,"[속보] 신종코로나 임상실험 브리핑 우리나라 발견환자, 가벼운 증상에서 시작",[디지털뉴스국 이상규 기자],사회>의료_건강,2020-02-07,http://news.mk.co.kr/newsRead.php?no=129091&year=2020,매일경제
39,[속보]신종코로나 신규 확진 '0명'…환자 24명·퇴원 2명,신종코로나 신규 확진 ‘0명’…환자 24명·퇴원 2명(속보),사회>의료_건강,2020-02-08,http://www.sedaily.com/NewsView/1YYUE8XUAN,서울경제
40,?[신종코로나] 헌혈 급감에 응급수술 외에는 수술도 미뤄,[사진=연합뉴스 제공] .. .. .. .. .. ..신종 코로나바이러스 감영즘(우한폐렴)에 대한 우려로 헌혈자가 줄면서 일선 병원에서는 혈액 부족 부족이 일어나고 있다... .. .. .. ..8일 의료계에 따르면 혈액부족이 빚어지며 응급환자 외에는 수술을 미루는 사례도 발생하고 있다... .. .. .. ..지난달 20일 첫 확진자가 나온 이후 헌혈..,사회>의료_건강,2020-02-08,http://www.ajunews.com/view/20200208102736719,아주경제
41,[속보]신종코로나 확진 환자 2명 추가… 국내 총 27명,[속보]신종코로나 확진 환자 2명 추가… 국내 총 27명,사회>의료_건강,2020-02-09,http://www.kyeongin.com/main/view.php?key=20200209010002273,경인일보
42,(속보) 신종 코로나 퇴원 환자는 관리 대상 아냐...추적 조사에 대해서는 논의 중,신종 코로나 퇴원 환자는 관리 대상 아냐...추적 조사에 대해서는 논의 중,사회>의료_건강,2020-02-09,http://www.sedaily.com/NewsView/1YYUTEL9YQ,서울경제
43,[속보] 신종코로나 환자 2명 추가…확진 총 27명,신종코로나 환자 2명 추가…확진 총 27명 정현용 기자 junghy77,사회>의료_건강,2020-02-09,http://www.seoul.co.kr/news/newsView.php?id=20200209500070,서울신문
44,[속보] 신종 코로나 추가 환자 없어...총 27명 유지,[속보] 신종 코로나 추가 환자 없어...총 27명 유지,사회>의료_건강,2020-02-10,https://news.joins.com/article/olink/23296515,중앙일보
45,[속보] 신종코로나 국내 28번째 환자 발생,[디지털뉴스국 류영상 기자],사회>의료_건강,2020-02-11,http://news.mk.co.kr/newsRead.php?no=139149&year=2020,매일경제
46,[속보] 신종코로나 국내 28번째 환자 발생,신종코로나 국내 28번째 환자 발생,사회>의료_건강,2020-02-11,https://news.imaeil.com/Society/2020021110101339960,매일신문
47,[속보]확진자 1명 추가…신종 코로나 환자 28명,[머니투데이 김근희 기자] [속보]확진자 1명 추가…신종 코로나 환자 28명,사회>의료_건강,2020-02-11,http://news.moneytoday.co.kr/view/mtview.php?no=2020021109592965124&type=2,머니투데이
48,[속보] 신종코로나 3·8·17번 환자 오늘(12일) 격리 해제,권기석 기자 keys,사회>의료_건강,2020-02-12,http://news.kmib.co.kr/article/view.asp?arcid=0014230409&code=61121111&cp=kd,국민일보
49,[속보] 신종 코로나 환자 추가 발생 없어...28명 유지,[속보] 신종 코로나 환자 추가 발생 없어...28명 유지,사회>의료_건강,2020-02-12,https://news.joins.com/article/olink/23298614,중앙일보
50,[속보] 신종코로나 추가 확진자 ‘0’ 검사중 의심환자 992명,"국내 신종코로나바이러스 감염증 의사환자가 5,046명으로 12일 집계됐다. 전날 오후 4시 대비 749명 늘어났다.  이 중 4,054명이 음성 판정을 받았고 992명을 현재 검사 중이다.  이날 추가 확진자는 없는 것으로 확인됐다.",사회>의료_건강,2020-02-12,http://www.sedaily.com/NewsView/1YYW7B4W8V,서울경제
51,[속보] 日 크루즈선서 신종 코로나 39명 추가 확진...총 174명 감염,日 크루즈선서 신종 코로나 39명 추가 확진…총 174명 ◇ 자세한 뉴스 잠시 후 이어집니다.,사회>의료_건강,2020-02-12,https://www.ytn.co.kr/_ln/0104_202002120909490594,YTN
52,"[속보] 신종코로나 추가 환자 없어…지금까지 28명 확진, 4명 퇴원",권기석 기자 keys,사회>의료_건강,2020-02-12,http://news.kmib.co.kr/article/view.asp?arcid=0014229210&code=61121111&cp=kd,국민일보
53,[속보] 코로나19 추가 확진자 없어…환자 28명 유지,[머니투데이 김근희 기자] [속보] 코로나19 추가 확진자 없어…환자 28명 유지,사회>의료_건강,2020-02-13,http://news.moneytoday.co.kr/view/mtview.php?no=2020021309553469739&type=2,머니투데이
54,[속보] 코로나19 이틀째 신규확진 없어…국내환자 총 28명·퇴원 7명,[디지털뉴스국 류영상 기자],사회>의료_건강,2020-02-13,http://news.mk.co.kr/newsRead.php?no=148694&year=2020,매일경제
55,국내 '코로나19' 추가 확진자 없어...의심환자는 5769명,"13일 오전 9시 기준 국내 ..'코로나19(신종 코로나바이러스 감염증)' 추가 확진환자는 발생하지 않았다... 현재까지 누적 확진자는 총 28명이다... 이 가운데 7명이 퇴원했다. .. ..의사환자(감염이 의심되는 환자)는 5769명으로 전일 오후 4시 대비 173명이 늘었다... 의사환자 중 검사 결과 음성은 5099명이며, 670명에 대한 검사가..",사회>의료_건강,2020-02-13,http://www.etnews.com/20200213000071,전자신문
56,"[속보] 오늘 기준 신종 코로나 환자 28명, 검사 진행 670명","[속보] 오늘 기준 신종 코로나 환자 28명, 검사 진행 670명",사회>의료_건강,2020-02-13,https://news.joins.com/article/olink/23299831,중앙일보
57,"[속보] 치료 중인 신종 코로나 환자 21명, 모두 상태 양호","[속보] 치료 중인 신종 코로나 환자 21명, 모두 상태 양호",사회>의료_건강,2020-02-13,https://news.joins.com/article/olink/23299687,중앙일보
58,[속보] 신종 코로나 추가 환자 나흘째 '0'…28명 유지,[속보] 신종 코로나 추가 환자 나흘째 '0'…28명 유지,사회>의료_건강,2020-02-14,https://news.joins.com/article/olink/23300730,중앙일보
59,[속보] 국내 코로나19 추가 환자 '0명'…누적 28명·퇴원 7명 유지,[아시아경제 김흥순 기자]  김흥순 기자 sport,사회>의료_건강,2020-02-14,http:www.asiae.co.kr/article/2020021409565914582,아시아경제
60,국내 '코로나19' 나흘째 추가 확진자 없어,14일 오전 9시 기준 국내 ..'코로나19(신종 코로나바이러스 감염증)' 추가 확진환자는 발생하지 않았다... 현재까지 누적 확진자는 총 28명이다... 이 가운데 7명이 퇴원했다... 신규 환자는 10일 28번째 환자가 마지막으로 확진된 후 나흘째 나오지 않았다. .. ..누적 의사환자(감염이 의심되는 환자)는 6826명으로 전일 오후 4시 대비 3..,사회>의료_건강,2020-02-14,http://www.etnews.com/20200214000090,전자신문
61,"[속보] 14일 기준 신종 코로나 환자 28명, 검사중 692명","[속보] 14일 기준 신종 코로나 환자 28명, 검사중 692명",사회>의료_건강,2020-02-14,https://news.joins.com/article/olink/23300889,중앙일보
62,"[속보] 14일 기준 신종 코로나 환자 28명, 검사중 692명","[속보] 14일 기준 신종 코로나 환자 28명, 검사중 692명",사회>의료_건강,2020-02-14,https://news.joins.com/article/olink/23300889,중앙일보
63,[속보] 코로나19 환자 닷새째 0명…완치 2명 늘어,[아시아경제 김흥순 기자]  김흥순 기자 sport,사회>의료_건강,2020-02-15,http:www.asiae.co.kr/article/2020021517015833870,아시아경제
64,"[속보] 코로나19 7·22번 환자, 오늘 격리해제",[아시아경제 김흥순 기자]  김흥순 기자 sport,사회>의료_건강,2020-02-15,http:www.asiae.co.kr/article/2020021514001337154,아시아경제
65,[속보] 코로나19 추가 환자 `0명`…국내 확진자 총 28명 변동 없어,[디지털뉴스국 전종헌 기자],사회>의료_건강,2020-02-15,http://news.mk.co.kr/newsRead.php?no=156814&year=2020,매일경제
66,[속보] 국내 코로나19 환자 닷새째 0명…누적 28명 유지,[아시아경제 김흥순 기자]  김흥순 기자 sport,사회>의료_건강,2020-02-15,http:www.asiae.co.kr/article/2020021510013444560,아시아경제
67,[속보]코로나19 추가 환자 1명 발생…국내 확진자 29명으로 늘어,[속보]코로나19 추가 환자 1명 발생…국내 확진자 29명으로 늘어,사회>의료_건강,2020-02-16,https://www.ytn.co.kr/_ln/0133_202002161005020871,YTN
68,[속보] “코로나19 29번 환자는 기존 확진자와 접촉한 적 없어”,[속보] “코로나19 29번 환자는 기존 확진자와 접촉한 적 없어”,사회>의료_건강,2020-02-16,http://www.sedaily.com/NewsView/1YYY1D3CXX,서울경제
69,[코로나19] 29번째 확진자 발생···위치는?,"29번째 신종 코로나바이러스(코로나19) 확잔자가 추가됐다... .. .. .. ..29번째 확진자는 고려대 안암병원에서 확인됐다... 환자는 16일 양성 판정을 받았으며 해외 여행력은 없는 것으로 알려졌다... .. .. .. ..한편, 지난 10일 이후 확진자는 나오지 않았다.국내 확진자는 총 29명이며, 이 가운데 7명(1·2·3·4·8·11·1..",사회>의료_건강,2020-02-16,http://www.ajunews.com/view/20200216100539756,아주경제
70,"[속보]`코로나19` 29번째 환자, 심근경색증 의심 진료 중 발견…82세 남성, 환자 상태 안정적",[디지털뉴스국 최기성 기자],사회>의료_건강,2020-02-16,http://news.mk.co.kr/newsRead.php?no=158526&year=2020,매일경제
71,[속보]코로나19 국내 31번째 확진환자 발생,[속보]코로나19 국내 31번째 확진환자 발생,사회>의료_건강,2020-02-18,http://www.kyeongin.com/main/view.php?key=20200218001002477,경인일보
72,[속보] 국내 코로나19 환자 2명 추가 퇴원…총 12명 퇴원,[디지털뉴스국 류영상 기자],사회>의료_건강,2020-02-18,http://news.mk.co.kr/newsRead.php?no=165622&year=2020,매일경제
73,"[속보] 코로나19, 새 국면…역학적 연관성 없는 환자 늘어날 수 있어",[디지털뉴스국 전종헌 기자],사회>의료_건강,2020-02-18,http://news.mk.co.kr/newsRead.php?no=166805&year=2020,매일경제
74,[속보]'코로나19' 확진자 1명 추가…국내 환자 31명,[머니투데이 김근희 기자] [속보]'코로나19' 확진자 1명 추가…국내 환자 31명,사회>의료_건강,2020-02-18,http://news.moneytoday.co.kr/view/mtview.php?no=2020021809553937728&type=2,머니투데이
75,[속보]신종코로나 완치 12명으로 늘어..12·14번 환자 오늘 퇴원,[속보]신종코로나 완치 12명으로 늘어..12·14번 환자 오늘 퇴원,사회>의료_건강,2020-02-18,https://news.joins.com/article/olink/23303370,중앙일보
76,[속보] 코로나19 국내 31번째 확진환자 발생,[디지털뉴스국 류영상 기자],사회>의료_건강,2020-02-18,http://news.mk.co.kr/newsRead.php?no=165153&year=2020,매일경제
77,[속보]코로나19 신규환자 15명 발생…국내 확진자 총 46명,[속보]코로나19 신규환자 15명 발생…국내 확진자 총 46명,사회>의료_건강,2020-02-19,http://www.kyeongin.com/main/view.php?key=20200219000959447,경인일보
78,[속보]신종코로나 신규환자 5명 추가…국내 확진자 총 51명,[속보]신종코로나 신규환자 5명 추가…국내 확진자 총 51명,사회>의료_건강,2020-02-19,http://www.kyeongin.com/main/view.php?key=20200219001702338,경인일보
79,"[속보] 코로나 첫 11세 어린이 환자 발생, 20번 환자의 딸",[머니투데이 김근희 기자] [속보]11세 어린이 코로나 확진…20번 환자 접촉자,사회>의료_건강,2020-02-19,http://news.moneytoday.co.kr/view/mtview.php?no=2020021910035358671&type=2,머니투데이
80,[속보] 신종코로나 신규환자 5명 추가…국내 확진자 총 51명,신종코로나 신규환자 5명 추가…국내 확진자 총 51명,사회>의료_건강,2020-02-19,www.joongboo.com/news/articleView.html?idxno=363400279,중부일보
81,"[속보] 코로나 19 추가 환자 15명, 11명은 31번 환자와 연관",[아시아경제 이정윤 기자]  이정윤 기자 leejuyoo,사회>의료_건강,2020-02-19,http:www.asiae.co.kr/article/2020021910062299588,아시아경제
82,"[속보] 20일 기준 코로나 환자 82명, 1633명 검사 진행중","[속보] 20일 기준 코로나 환자 82명, 1633명 검사 진행중",사회>의료_건강,2020-02-20,https://news.joins.com/article/olink/23305620,중앙일보
83,[속보]'코로나19' 22명 추가…국내 환자 104명,[머니투데이 김근희 기자] [속보]'신종코로나' 22명 추가…국내 환자 104명,사회>의료_건강,2020-02-20,http://news.moneytoday.co.kr/view/mtview.php?no=2020022017132731387&type=2,머니투데이
84,[속보] 코로나19 신규환자 31명 추가…국내 확진자 총 82명,코로나19 신규환자 31명 추가…국내 확진자 총 82명,사회>의료_건강,2020-02-20,https://news.imaeil.com/Economy/2020022010040600915,매일신문
85,[속보] 코로나19 환자 82명 중 4명은 산소치료 중,[속보] 코로나19 환자 82명 중 4명은 산소치료 중,사회>의료_건강,2020-02-20,http://www.sedaily.com/NewsView/1YYZV9OK76,서울경제
86,[속보] 중대본 코로나19 신규환자 31명 추가…국내 확진자 총 82명,중대본 코로나19 신규환자 31명 추가…국내 확진자 총 82명,사회>의료_건강,2020-02-20,www.joongboo.com/news/articleView.html?idxno=363400438,중부일보
87,전국 '코로나19' 확진자 현황,20일 오전 국내 신종 코로나바이러스 감염증(코로나19) 환자가 31명 추가 발생했다. 국내 확진자는 총 82명으로 늘었다.(연합),사회>의료_건강,2020-02-20,http://www.joongdo.co.kr/main/view.php?key=20200220010008182,중도일보
88,[속보]코로나19 국내 확진자 156명...신규환자 52명,[속보]코로나19 국내 확진자 156명...신규환자 52명,사회>의료_건강,2020-02-21,https://news.imaeil.com/Economy/2020022110032411275,매일신문
89,[속보]'코로나 19' 확진자 52명 추가…국내 환자 156명,[머니투데이 김근희 기자] [속보]'코로나 19' 확진자 52명 추가…국내 환자 156명,사회>의료_건강,2020-02-21,http://news.moneytoday.co.kr/view/mtview.php?no=2020022109595912007&type=2,머니투데이
90,"[속보] ‘코로나19‘ 의료기관간 역할 분담 할 것...2차는 경증, 3차는 중증 환자 위주","[속보] ‘코로나19‘ 의료기관간 역할 분담 할 것...2차는 경증, 3차는 중증 환자 위주",사회>의료_건강,2020-02-21,http://www.sedaily.com/NewsView/1YZ0CKLVRJ,서울경제
91,[속보]'코로나19' 87명 추가 확진…국내 환자 433명,[머니투데이 김근희 기자] [속보]'코로나19' 87명 추가 확진…국내 환자 433명,사회>의료_건강,2020-02-22,http://news.moneytoday.co.kr/view/mtview.php?no=2020022216584341131&type=2,머니투데이
92,[1보] 코로나19 신규환자 142명 추가…국내 확진자 총 346명,[1보] 코로나19 신규환자 142명 추가…국내 확진자 총 346명,사회>의료_건강,2020-02-22,http://biz.heraldcorp.com/view.php?ud=20200222000011,헤럴드경제
93,[속보] 보건당국 `코로나19` 25번 환자 오늘 격리해제,[디지털뉴스국 최기성 기자],사회>의료_건강,2020-02-22,http://news.mk.co.kr/newsRead.php?no=183908&year=2020,매일경제
94,[코로나19] 신규환자 123명 추가… 국내 총 556명 확인,코로나19 확진 환자가 23일 오전 123명 추가돼 국내 총 확진자는 556명으로 확인됐다. 신가람 기자 shin9692@,사회>의료_건강,2020-02-23,http://www.joongdo.co.kr/main/view.php?key=20200223010008987,중도일보
95,[속보] 코로나19 신규환자 123명 추가…국내 확진자 총 556명,[속보] 코로나19 신규환자 123명 추가…국내 확진자 총 556명,사회>의료_건강,2020-02-23,www.joongboo.com/news/articleView.html?idxno=363400966,중부일보
96,[속보] 국내 코로나 19 환자 중 3명 인공호흡기·에크모 치료 중...4명은 산소치료,[속보] 국내 코로나 19 환자 중 3명 인공호흡기·에크모 치료 중...4명은 산소치료,사회>의료_건강,2020-02-23,http://www.sedaily.com/NewsView/1YZ18Y25SO,서울경제
97,[1보]코로나19 신규환자 123명 추가… 국내 확진자 총 556명,[1보]코로나19 신규환자 123명 추가…국내 확진자 총 556명,사회>의료_건강,2020-02-23,http://www.kyeongin.com/main/view.php?key=20200223010005608,경인일보
98,코로나19 신규환자 70명 추가…국내 확진자 총 833명,[1보] 코로나19 신규환자 70명 추가…국내 확진자 총 833명,사회>의료_건강,2020-02-24,http://www.segye.com/content/html/2020/02/24/20200224514628.html,세계일보
99,[속보] 현재 코로나19 위중 환자 2명…14명 산소호흡기 치료,코로나19 현재 위중한 환자 2명…14명 산소호흡기 치료,사회>의료_건강,2020-02-24,http://www.sedaily.com/NewsView/1YZ1Q16ADB,서울경제
100,[속보] 중대본 코로나19 의심환자 1만3880명,[속보] 중대본 코로나19 의심환자 1만3880명  노정동 한경닷컴 기자 dong2,사회>의료_건강,2020-02-25,https://www.hankyung.com/life/article/2020022542487,한국경제
101,[속보] 코로나19 의심환자 1만3273명…전날 대비 1642명↑,[속보] 코로나19 의심환자 1만3273명…전날 대비 1642명↑  노정동 한경닷컴 기자 dong2,사회>의료_건강,2020-02-25,https://www.hankyung.com/life/article/2020022523417,한국경제
102,[속보] 코로나19 신규환자 60명…국내 확진자 총 893명,코로나19 신규환자 60명…국내 확진자 총 893명,사회>의료_건강,2020-02-25,www.joongboo.com/news/articleView.html?idxno=363401544,중부일보
103,[속보] 코로나19 신규환자 60명…국내 확진자 총 893명,코로나19 신규환자 60명…국내 확진자 총 893명,사회>의료_건강,2020-02-25,www.joongboo.com/news/articleView.html?idxno=363401544,중부일보
104,[속보] 코로나 환자 1000명 넘었다···169명 늘어 총 1146명,[속보] 코로나 환자 1000명 넘었다...169명 늘어 총 1146명,사회>의료_건강,2020-02-26,https://news.joins.com/article/olink/23310218,중앙일보
105,[속보] 코로나19 의심환자 1만6734명…전일 대비 2854명↑,[속보] 코로나19 의심환자 1만6734명…전일 대비 2854명↑  노정동 한경닷컴 기자 dong2,사회>의료_건강,2020-02-26,https://www.hankyung.com/life/article/2020022656857,한국경제
106,[속보]코로나19 확진자 169명 추가…총 1146명,"[헤럴드경제=손인규 기자]국내 코로나19 확진환자가 26일 오전 9시 현재, 전일 16시 대비 169명이 추가로 확인됐다. 이로써 국내 확진환자는 총 1146명이 됐다.   ikson",사회>의료_건강,2020-02-26,http://biz.heraldcorp.com/view.php?ud=20200226000184,헤럴드경제
107,[속보] 코로나19 의심환자 2만716명…전일 대비 6836명↑,[속보] 코로나19 의심환자 2만716명…전일 대비 6836명↑  노정동 한경닷컴 기자 dong2,사회>의료_건강,2020-02-26,https://www.hankyung.com/life/article/2020022674547,한국경제
108,[속보] 코로나19 신규 환자 169명…국내 확진자 총 1146명,[연합] [헤럴드경제=뉴스24팀] 코로나19 신규 환자 169명…국내 확진자 총 1146명   onlinenews,사회>의료_건강,2020-02-26,http://biz.heraldcorp.com/view.php?ud=20200226000170,헤럴드경제
109,[속보] 코로나19 의심환자 2만5568명 검사중…전일 대비 4852명↑,[속보] 코로나19 의심환자 2만5568명 검사중…전일 대비 4852명↑  노정동 한경닷컴 기자 dong2,사회>의료_건강,2020-02-27,https://www.hankyung.com/life/article/2020022710607,한국경제
